,artist_name,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
584,Bad Bunny,120,3KJ3opyV29269SXkPrc19l,83,0.636,0.656,2,-5.542,0,0.0676,0.451,7.97e-06,0.287,0.439,171.918,151506,4
585,Blackstratblues,This Will Be My Year,4xwamM5mo5l0mXeZa9zGQd,18,0.493,0.532,11,-11.372,0,0.0294,0.102,0.935,0.103,0.523,147.965,271323,4
586,Juice WRLD,Tell Me U Luv Me (with Trippie Redd),5JAYDuLRkODlVt6dgoalKk,72,0.66,0.76,2,-5.726,1,0.0787,0.291,0.0,0.632,0.394,127.984,180129,4
587,Sophie Zelmani,I Am The Rain,0b4SzuQsJdmVgBMDVdGSIA,29,0.529,0.406,10,-14.531,0,0.0471,0.65,0.513,0.264,0.363,160.936,212413,3
588,Taylor Swift,my tears ricochet,1MgV7FIyNxIG7WzMRJV5HC,75,0.456,0.263,0,-10.63,1,0.0332,0.806,0.0,0.0749,0.111,129.86,255894,4
589,Greg Sletteland,I Just Want You Baby (Chill Electronic Music Remix),7CRAq7uALKmK3CDSMzpP39,10,0.738,0.888,10,-8.254,0,0.0342,0.403,0.926,0.0944,0.918,124.058,201295,4
590,Kelsea Ballerini,half of my hometown (feat. Kenny Chesney),1yRke3PmsyFrYlFZOAkABk,71,0.57,0.618,10,-4.966,1,0.0445,0.153,0.0,0.159,0.286,138.034,231832,4
591,Greg Sletteland,Follow Me (Chill Electronic Music Remix),6LlzRIPofOK1QDVQOomrpo,10,0.739,0.658,7,-11.04,1,0.0362,0.0349,0.852,0.111,0.344,124.033,216774,3
592,Flume,The Difference,4nlvKIIetOWGIMyhjQXgOZ,75,0.56,0.865,1,-1.148,1,0.0909,0.255,0.000153,0.083,0.424,159.96,139663,4
593,Greg Sletteland,Baby You're One of a Kind (Chill Electronic Music Remix),1JjUJUycDSFvZK0iWGWFW9,9,0.728,0.589,7,-11.947,1,0.0463,4.71e-05,0.56,0.0627,0.637,125.023,230221,4
594,Lauv,i'm so tired...,4vjpLMyL3ZO6aphdYr8XYw,79,0.576,0.736,11,-7.572,1,0.224,0.178,0.0,0.238,0.484,101.928,162587,4
595,Greg Sletteland,Paradise Like Islands in the Sky (Deep House Dance Party Remix),56tHWxun34uJ4atMqfjUek,10,0.832,0.55,9,-10.166,1,0.171,0.00639,0.25,0.108,0.546,124.019,185806,4
596,Studio Killers,Jenny (I Wanna Ruin Our Friendship),4JLBDUYSaOMPYND0iWeSWQ,78,0.668,0.798,11,-5.701,1,0.0334,0.00305,0.0144,0.277,0.575,133.928,215280,4
597,Greg Sletteland,The DJ Played My Favorite Song (Deep House Dance Party Remix),01JYQhAS2nLXSdwVlB3nM7,10,0.802,0.781,2,-12.706,1,0.0482,0.194,0.898,0.0971,0.961,123.995,232257,4
598,Jason Derulo,Take You Dancing,59qrUpoplZxbIZxk6X0Bm3,82,0.789,0.711,2,-4.248,1,0.041,0.0332,0.0,0.0876,0.753,112.985,190306,4
599,Greg Sletteland,All My Life (Chill Electronic Music Remix),3HFBPDn9PDxqjqLzaolPrw,9,0.648,0.774,7,-7.61,0,0.033,0.0868,0.41,0.309,0.732,127.977,240004,4
600,ROLE MODEL,blind,0NuWgxEp51CutD2pJoF4OM,73,0.765,0.663,0,-5.223,1,0.0652,0.141,0.000297,0.0924,0.686,150.091,153293,4
601,Greg Sletteland,Lose My Defenses (Yoga & Pilates Chill Electronic Music Remix),2Gl0xdYcjTkMnqEm687VZB,11,0.707,0.426,3,-13.768,0,0.0384,0.0875,0.935,0.109,0.665,124.018,185807,4
602,Ghostemane,Fed Up,0BV0AYGLVlu2SdjN3J9twp,79,0.849,0.758,8,-7.498,1,0.256,0.499,0.695,0.147,0.0684,115.058,151625,4
603,Greg Sletteland,Can We Take This to the Next Level (Fitness Workout Music Remix),3DkpThpq5Nos0vy1cCgQ4e,10,0.636,0.752,2,-9.619,1,0.0409,0.151,0.604,0.0934,0.847,128.022,187510,4
604,Aidan Bissett,More Than Friends,1Ph96WpdjNlwD6iKRE2Xa3,72,0.559,0.655,6,-6.792,1,0.051,0.58,0.000155,0.124,0.667,160.016,183012,4
605,Greg Sletteland,Let's Play (Deep House Dance Party Remix),4y3SXCuVXO8fj0BTSUzvy6,11,0.748,0.564,10,-12.203,0,0.0527,0.125,0.882,0.102,0.421,124.005,185799,4
606,Lady Gaga,Rain On Me (with Ariana Grande),24ySl2hOPGCDcxBxFIqWBu,78,0.672,0.855,9,-3.764,1,0.0397,0.021,0.0,0.323,0.646,123.056,182200,4
607,Greg Sletteland,One More Time Hands up Hollywood (Electronic Dance Party Remix),5LJ3F6BPFfwpjbzYQN2cIx,9,0.69,0.711,4,-10.146,0,0.0406,0.000332,0.0889,0.109,0.373,128.002,254977,4
608,Lil Darkie,i can see clearly,0hTenOns6LBffrOtLg3rMe,71,0.705,0.619,8,-6.208,1,0.0493,0.206,0.000986,0.139,0.39,93.031,193548,4
609,Giuseppe Ottaviani,Only A Heartbeat Away (Mixed),27P3PBXUrWdTguESA9yytx,18,0.496,0.956,0,-8.11,0,0.109,1.79e-06,0.0882,0.386,0.69,138.473,36360,4
610,Jelly Roll,Save Me,1rnYNAJPAb586NhetosdNW,69,0.677,0.404,0,-9.552,1,0.027,0.653,0.0,0.249,0.355,83.087,240723,3
611,Bruce Cockburn,The Coldest Night Of The Year,02wW3TMUyqGSunJ4qpIyGA,10,0.371,0.884,2,-6.079,1,0.054,0.0778,0.00262,0.13,0.68,152.905,266533,3
612,COIN,Crash My Car,0X5mtNbqxbiTYkwj0CQc2f,72,0.244,0.645,5,-5.863,1,0.0456,0.00178,0.00574,0.301,0.529,183.577,188307,5
613,Junko Yagami,1984 (西暦2000年に向けて) - 2020 Remaster,3GnDDvivatntizhcqq8Kvk,11,0.753,0.569,8,-9.864,1,0.0711,0.0949,0.000105,0.0764,0.954,155.416,321333,4
614,Nivel Codiciado,Adueñarme,4zneNpRMfRSdhsFTZbYZLN,72,0.719,0.522,7,-6.617,0,0.0322,0.309,0.0,0.105,0.6,83.086,183762,3
615,Sleepy Fish,Backyard Puddles,3qM0FihhHgdzhIWAxavBJV,12,0.801,0.111,0,-14.481,1,0.0698,0.632,0.888,0.108,0.636,136.115,190920,4
616,Yung Gravy,oops!,7L6G0wpIUiPXuvoo7qhb06,71,0.886,0.743,6,-6.797,0,0.0812,0.0358,0.000198,0.0511,0.941,131.902,139760,4
617,Ezzy,ny90,6Ynt8deU59F0BcJliiOY3H,11,0.744,0.335,6,-9.487,0,0.166,0.762,0.444,0.104,0.229,87.858,133000,4
618,Morgan Wallen,Still Goin Down,096YtKWNRXdmYKFLelSBto,69,0.58,0.751,7,-5.078,1,0.0267,0.49,0.0,0.277,0.718,148.108,186293,4
619,Nymano,Sleepover,6eW9jhRDg1EcCQNQYJ2fFf,11,0.687,0.217,8,-9.565,0,0.0629,0.444,0.81,0.16,0.633,168.09,105875,4
620,DJ Scheme,Blue Bills (feat. $NOT & Fenix Flexin),2ODUTBkiOWoYSUjKpGJxQE,72,0.82,0.494,1,-9.47,1,0.18,0.166,4.35e-06,0.13,0.362,95.994,100267,4
621,The Field Tapes,Cloud Carpets,4VDi31bfTUzqP42vrdWlT6,11,0.696,0.267,4,-13.211,1,0.113,0.404,0.591,0.0949,0.329,81.047,149479,4
622,Bad Bunny,Pero Ya No,75pQqzwgCjUOSSy5CpmAjy,78,0.882,0.612,4,-6.103,1,0.118,0.0475,5.07e-06,0.182,0.742,147.982,160638,4
623,Mama Aiuto,All In Good Spirit,5ualKgiogCUft7EQt5mtNm,11,0.723,0.256,0,-14.808,1,0.0625,0.281,0.465,0.0919,0.328,166.149,110809,4
624,MEDUZA,Paradise (feat. Dermot Kennedy),6ft4hAq6yde8jPZY2i5zLr,83,0.632,0.595,8,-7.644,0,0.0401,0.0689,0.0,0.209,0.435,124.114,167903,4
625,ALPHA 9,All That I Can - Mixed,3ZRZk4o9jSTiyXlREKF7Qx,13,0.483,0.993,9,-3.788,0,0.0378,0.0012,0.000679,0.898,0.706,126.002,228332,4
626,Lund,Broken,4W8sUeokQKfHt1uTXp0Jq0,74,0.83,0.583,0,-2.052,1,0.0412,0.0563,0.0005,0.109,0.146,134.0,200673,4
627,Edu Imbernon,Rinascimento - Mixed,1JJPm5FN0iHmQaW1m4rmVZ,16,0.592,0.882,0,-7.745,1,0.042,0.0662,0.742,0.118,0.0641,122.898,328008,4
628,Pop Smoke,Get Back,3DWjFSDEQ9IWz1mj449fB7,77,0.798,0.649,9,-6.546,1,0.306,0.0746,1.34e-05,0.517,0.566,142.006,108160,4
629,Marsh,Lailonie - Mixed,6Q3Wta6M7zqlnxDaFbm16h,15,0.73,0.953,2,-6.13,1,0.0441,0.0774,0.838,0.123,0.182,122.047,337563,4
630,Moneybagg Yo,Said Sum,3sKz6Sd72K0ofPWcJPPk6H,69,0.929,0.667,8,-6.789,0,0.353,0.0185,0.0,0.1,0.274,126.998,155168,4
631,CRi,Stranger - Mixed,57mRYjtBCUVkMXidaUes2p,14,0.577,0.816,9,-7.563,1,0.0326,0.00814,0.899,0.202,0.447,119.313,216000,4
632,Lazy3x,2K FREESTYLE,612dHPI0OoOsvWkweHXZXF,74,0.591,0.682,8,-2.974,1,0.308,0.00193,0.0,0.103,0.277,108.953,213000,5
633,Greg Sletteland,Thinking About You (Chill Deep House Remix),20vk0FBPnnUXC4wjfMF9Zd,9,0.644,0.983,6,-9.058,0,0.0385,0.0573,0.913,0.0882,0.655,124.999,205724,4
634,Migos,Need It,6mtjo5kIHKlboGE84lf1FJ,72,0.852,0.745,11,-3.667,0,0.171,0.0313,0.0,0.0824,0.897,148.007,195681,4
635,BUMKEY,BETTER DAYS,7uLKlZkikc5Efk0t5y6hEE,15,0.55,0.499,9,-6.565,1,0.0985,0.386,0.0,0.74,0.446,113.969,251320,1
636,Bad Bunny,Que Malo,53v2u51nq3CxiKUNphRzP1,79,0.802,0.787,7,-6.181,0,0.0599,0.0832,0.0,0.153,0.446,94.026,167975,4
637,Nico Szabo,Raccoon,3vFsUoi4KR8k5AWlPAGIj2,18,0.795,0.856,7,-9.09,1,0.038,0.00488,0.934,0.0631,0.0544,122.005,495738,4
638,Junko Yagami,チーター - 2020 Remaster,4KYvsaQ6lBFwI3V5BMVd54,9,0.788,0.559,2,-8.682,0,0.0375,0.16,0.00697,0.0583,0.781,131.2,218240,4
639,Playboi Carti,Go2DaMoon (feat. Kanye West),0F13K9dwYH2zpTWiR8d628,72,0.693,0.434,4,-8.786,0,0.385,0.204,0.0,0.277,0.542,147.066,119738,4
640,Christy Moore,Spancilhill - Remastered 2020,1flGOfQKMzIzUwhht06Tew,15,0.514,0.291,5,-9.694,1,0.0369,0.848,0.0,0.385,0.267,145.912,291027,3
641,Bankrol Hayden,Costa Rica (feat. The Kid LAROI) - Remix,3tdjTdCCgKtwacsICCtPZZ,74,0.89,0.53,9,-9.891,1,0.362,0.165,0.0,0.106,0.644,127.889,114865,4
642,October,Canon - 2020 Remastered,4oiqtcsg51na4nBvoyjpXb,10,0.561,0.239,2,-19.894,1,0.0469,0.968,0.843,0.111,0.11,144.021,213211,4
643,Niall Horan,Black And White,7rpNuuoMbid56XkDsx2FjE,76,0.443,0.582,2,-6.02,1,0.0482,0.0301,0.0,0.127,0.239,147.589,193090,4
644,Sam Hunt,Body Like A Back Road,4kgaMzbdAgxWBglWt0xTR9,8,0.732,0.458,5,-7.225,1,0.0311,0.447,0.0,0.136,0.661,98.942,165387,4
645,Khalid,Know Your Worth,0TrPqhAMoaKUFLR7iYDokf,76,0.79,0.694,9,-7.726,0,0.0708,0.145,0.00252,0.281,0.508,103.007,181436,4
646,Kobaryo,HAPPY NEW BPM 2020,5jwNrgDL8Zl44gINkTz1ry,9,0.49,0.996,3,-1.446,0,0.204,0.0112,0.204,0.364,0.145,126.253,200480,4
647,Sheff G,"No Suburban, Pt. 2",3VayB5gLZGODx8b7RO1y5f,72,0.85,0.458,8,-7.82,1,0.339,0.476,0.0,0.26,0.616,143.973,153561,4
648,Ryuji Imaichi,TUXEDO,160b977j7CQr9Sc6W9HjEv,15,0.744,0.667,1,-4.728,0,0.23,0.0725,0.0,0.366,0.547,100.182,175400,4
649,Khruangbin,Texas Sun,24ntSW3QVJzR79lHAAOTaY,74,0.636,0.634,7,-10.01,1,0.0342,0.0364,0.147,0.0998,0.599,111.563,252812,4
650,Ryuji Imaichi,Kiss & Tell,00wxLKIhvqr3D1HEIVfmiE,15,0.497,0.824,2,-5.027,1,0.0554,0.299,0.0,0.168,0.625,179.776,207067,4
651,Morgan Wallen,Livin’ The Dream,2L4YgbxxwmwafMqLIjSx8q,69,0.621,0.754,7,-5.904,0,0.0269,0.575,0.00484,0.213,0.441,127.036,239120,4
652,Ryuji Imaichi,ZONE OF GOLD,4SWOOyG7mt9pRh7qMdCnaE,15,0.456,0.706,4,-6.391,0,0.119,0.0629,0.0,0.33,0.504,100.049,195440,4
653,Jimmie Allen,Freedom Was A Highway,3J5jotqUAjU479WhAiNkpU,70,0.563,0.847,1,-4.493,1,0.0468,0.0891,0.0,0.121,0.666,96.06,212720,4
654,Ryuji Imaichi,Diamond Dance,0bWmIbmXb5U1hHFYpbcKPR,15,0.604,0.567,5,-5.504,0,0.0473,0.121,0.0,0.0822,0.426,149.916,237600,4
655,StaySolidRocky,Party Girl,5RqR4ZCCKJDcBLIn4sih9l,75,0.728,0.431,6,-9.966,0,0.0622,0.749,0.0,0.0996,0.629,130.022,147800,4
656,Bryson Brown,2020 New Year,1udLFpMzlnSRSTY1d3YYeT,4,0.671,0.651,7,-8.43,1,0.931,0.795,0.0,0.262,0.454,105.215,97163,5
657,Bad Bunny,Ignorantes,38RIEav39FGi86jppxO0du,77,0.85,0.536,1,-5.161,1,0.0599,0.267,3.89e-05,0.0996,0.505,96.029,210607,4
658,Neily Blnz,Yearly Review 2020,6cknNoCCC7znMwcNiBGk9m,4,0.552,0.536,1,-10.286,1,0.383,0.469,0.0,0.179,0.408,103.213,172748,4
659,NLE Choppa,Camelot,44sYqNBttbXNxya33FJ3Dj,72,0.787,0.713,7,-5.252,1,0.401,0.0849,0.0,0.717,0.761,175.046,148759,4
660,October,In The Rain - 2020 Remastered,5Ag5cb2MvvEgqU0po5pzMW,9,0.396,0.116,7,-21.619,0,0.0467,0.992,0.909,0.138,0.1,105.516,355721,4
661,Kid Cudi,Show Out (with Skepta & Pop Smoke),5CFJRZRq6sdKKtRwNPWbYv,75,0.619,0.589,1,-6.531,1,0.124,0.43,0.000392,0.378,0.158,143.896,174960,4
662,The Cog is Dead,The Inventor's Daughter (Remastered 2020),0thMY62ynu6xuiiyOuDHrI,9,0.649,0.879,9,-5.61,1,0.0509,0.339,3e-05,0.187,0.888,122.075,151380,4
663,Al Stewart,One Stage Before - 2020 Remaster,1eUxD0p1x4hThiVbgOtXwU,11,0.285,0.55,7,-9.122,0,0.0323,0.0904,0.000813,0.113,0.289,78.538,282067,4
664,015B,OK Goodbye,6DPRXIwH3al6tdmF4zjlaH,13,0.585,0.508,7,-4.86,1,0.0307,0.815,0.0,0.0901,0.123,94.942,189213,4
665,Playboi Carti,New Tank,4txKMpsSfZRV6durPuHVq0,72,0.819,0.638,10,-4.831,0,0.226,0.031,0.000116,0.152,0.167,150.993,89741,4
666,Al Stewart,Sand In Your Shoes - 2020 Remaster,21n38RcHzYhtIAaaYOXOxm,15,0.734,0.744,7,-7.572,1,0.0503,0.0569,0.0,0.21,0.721,120.015,185387,4
667,WHOKILLEDXIX,spy?,0QsZ3W21xNvnUnUMbiAY4z,73,0.87,0.565,11,-5.356,0,0.0581,0.0631,0.0579,0.104,0.646,100.041,153922,4
668,Sleepy Fish,Bookshelves,38hvo3wyY1hUFttrzxFqQg,10,0.67,0.153,4,-13.359,1,0.0907,0.864,0.393,0.0885,0.477,68.181,127877,4
669,JAWNY,Honeypie,6FfLg6FFqhCsrFOaHIGkg0,77,0.74,0.688,5,-4.361,0,0.0916,0.061,0.0,0.138,0.935,115.035,135581,4
